Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança típica, o que o deixou chocado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança típica, o que o deixou assustado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança típica, o que o deixou abalado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança típica, o que o deixou eufórico.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança típica, o que o deixou encantado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança típica, o que o deixou feliz.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança típica, o que o deixou empolgado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança típica, o que o deixou extasiado.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança típica, o que o deixou surpreso.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança típica, o que o deixou neutro.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança típica, o que o deixou indiferente.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança típica, o que o deixou calmo.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança típica, o que o deixou tranquilo.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança típica, o que o deixou normal.",sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança comum, o que o deixou irritado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança comum, o que o deixou enfurecido.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança comum, o que o deixou indignado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança comum, o que o deixou enojado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança comum, o que o deixou desgostoso.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança comum, o que o deixou repulsivo.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança comum, o que o deixou assustado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança comum, o que o deixou alarmado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança comum, o que o deixou apavorado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança comum, o que o deixou melancólico.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança comum, o que o deixou desanimado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança comum, o que o deixou abatido.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança comum, o que o deixou chocado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança comum, o que o deixou assustado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança comum, o que o deixou abalado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança comum, o que o deixou eufórico.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança comum, o que o deixou encantado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança comum, o que o deixou feliz.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança comum, o que o deixou empolgado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança comum, o que o deixou extasiado.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança comum, o que o deixou surpreso.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança comum, o que o deixou neutro.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança comum, o que o deixou indiferente.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança comum, o que o deixou calmo.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança comum, o que o deixou tranquilo.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança comum, o que o deixou normal.",sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou irritado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou enfurecido.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou indignado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou enojado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou desgostoso.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou repulsivo.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou assustado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou alarmado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou apavorado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou melancólico.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou desanimado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou abatido.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou chocado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou assustado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou abalado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou eufórico.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou encantado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou feliz.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou empolgado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou extasiado.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou surpreso.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou neutro.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou indiferente.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou calmo.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou tranquilo.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança sem necessidades especiais, o que o deixou normal.",sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança nova, o que o deixou irritado.",neutro,Neutro,novo,nova,ADJ,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança nova, o que o deixou enfurecido.",neutro,Neutro,novo,nova,ADJ,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança nova, o que o deixou indignado.",neutro,Neutro,novo,nova,ADJ,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança nova, o que o deixou enojado.",neutro,Neutro,novo,nova,ADJ,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança nova, o que o deixou desgostoso.",neutro,Neutro,novo,nova,ADJ,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança nova, o que o deixou repulsivo.",neutro,Neutro,novo,nova,ADJ,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança nova, o que o deixou assustado.",neutro,Neutro,novo,nova,ADJ,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança nova, o que o deixou alarmado.",neutro,Neutro,novo,nova,ADJ,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança nova, o que o deixou apavorado.",neutro,Neutro,novo,nova,ADJ,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança nova, o que o deixou melancólico.",neutro,Neutro,novo,nova,ADJ,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança nova, o que o deixou desanimado.",neutro,Neutro,novo,nova,ADJ,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança nova, o que o deixou abatido.",neutro,Neutro,novo,nova,ADJ,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança nova, o que o deixou chocado.",neutro,Neutro,novo,nova,ADJ,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança nova, o que o deixou assustado.",neutro,Neutro,novo,nova,ADJ,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança nova, o que o deixou abalado.",neutro,Neutro,novo,nova,ADJ,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança nova, o que o deixou eufórico.",neutro,Neutro,novo,nova,ADJ,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança nova, o que o deixou encantado.",neutro,Neutro,novo,nova,ADJ,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança nova, o que o deixou feliz.",neutro,Neutro,novo,nova,ADJ,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança nova, o que o deixou empolgado.",neutro,Neutro,novo,nova,ADJ,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança nova, o que o deixou extasiado.",neutro,Neutro,novo,nova,ADJ,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança nova, o que o deixou surpreso.",neutro,Neutro,novo,nova,ADJ,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança nova, o que o deixou neutro.",neutro,Neutro,novo,nova,ADJ,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança nova, o que o deixou indiferente.",neutro,Neutro,novo,nova,ADJ,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança nova, o que o deixou calmo.",neutro,Neutro,novo,nova,ADJ,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança nova, o que o deixou tranquilo.",neutro,Neutro,novo,nova,ADJ,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança nova, o que o deixou normal.",neutro,Neutro,novo,nova,ADJ,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança ótima, o que o deixou irritado.",neutro,Neutro,ótimo,ótima,ADJ,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança ótima, o que o deixou enfurecido.",neutro,Neutro,ótimo,ótima,ADJ,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança ótima, o que o deixou indignado.",neutro,Neutro,ótimo,ótima,ADJ,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança ótima, o que o deixou enojado.",neutro,Neutro,ótimo,ótima,ADJ,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança ótima, o que o deixou desgostoso.",neutro,Neutro,ótimo,ótima,ADJ,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança ótima, o que o deixou repulsivo.",neutro,Neutro,ótimo,ótima,ADJ,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança ótima, o que o deixou assustado.",neutro,Neutro,ótimo,ótima,ADJ,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança ótima, o que o deixou alarmado.",neutro,Neutro,ótimo,ótima,ADJ,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança ótima, o que o deixou apavorado.",neutro,Neutro,ótimo,ótima,ADJ,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança ótima, o que o deixou melancólico.",neutro,Neutro,ótimo,ótima,ADJ,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança ótima, o que o deixou desanimado.",neutro,Neutro,ótimo,ótima,ADJ,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança ótima, o que o deixou abatido.",neutro,Neutro,ótimo,ótima,ADJ,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança ótima, o que o deixou chocado.",neutro,Neutro,ótimo,ótima,ADJ,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança ótima, o que o deixou assustado.",neutro,Neutro,ótimo,ótima,ADJ,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança ótima, o que o deixou abalado.",neutro,Neutro,ótimo,ótima,ADJ,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança ótima, o que o deixou eufórico.",neutro,Neutro,ótimo,ótima,ADJ,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança ótima, o que o deixou encantado.",neutro,Neutro,ótimo,ótima,ADJ,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança ótima, o que o deixou feliz.",neutro,Neutro,ótimo,ótima,ADJ,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança ótima, o que o deixou empolgado.",neutro,Neutro,ótimo,ótima,ADJ,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança ótima, o que o deixou extasiado.",neutro,Neutro,ótimo,ótima,ADJ,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança ótima, o que o deixou surpreso.",neutro,Neutro,ótimo,ótima,ADJ,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança ótima, o que o deixou neutro.",neutro,Neutro,ótimo,ótima,ADJ,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança ótima, o que o deixou indiferente.",neutro,Neutro,ótimo,ótima,ADJ,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança ótima, o que o deixou calmo.",neutro,Neutro,ótimo,ótima,ADJ,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança ótima, o que o deixou tranquilo.",neutro,Neutro,ótimo,ótima,ADJ,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança ótima, o que o deixou normal.",neutro,Neutro,ótimo,ótima,ADJ,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança grande, o que o deixou irritado.",neutro,Neutro,grande,grande,ADJ,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança grande, o que o deixou enfurecido.",neutro,Neutro,grande,grande,ADJ,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança grande, o que o deixou indignado.",neutro,Neutro,grande,grande,ADJ,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança grande, o que o deixou enojado.",neutro,Neutro,grande,grande,ADJ,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança grande, o que o deixou desgostoso.",neutro,Neutro,grande,grande,ADJ,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança grande, o que o deixou repulsivo.",neutro,Neutro,grande,grande,ADJ,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança grande, o que o deixou assustado.",neutro,Neutro,grande,grande,ADJ,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança grande, o que o deixou alarmado.",neutro,Neutro,grande,grande,ADJ,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança grande, o que o deixou apavorado.",neutro,Neutro,grande,grande,ADJ,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança grande, o que o deixou melancólico.",neutro,Neutro,grande,grande,ADJ,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança grande, o que o deixou desanimado.",neutro,Neutro,grande,grande,ADJ,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança grande, o que o deixou abatido.",neutro,Neutro,grande,grande,ADJ,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança grande, o que o deixou chocado.",neutro,Neutro,grande,grande,ADJ,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança grande, o que o deixou assustado.",neutro,Neutro,grande,grande,ADJ,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança grande, o que o deixou abalado.",neutro,Neutro,grande,grande,ADJ,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança grande, o que o deixou eufórico.",neutro,Neutro,grande,grande,ADJ,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança grande, o que o deixou encantado.",neutro,Neutro,grande,grande,ADJ,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança grande, o que o deixou feliz.",neutro,Neutro,grande,grande,ADJ,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança grande, o que o deixou empolgado.",neutro,Neutro,grande,grande,ADJ,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança grande, o que o deixou extasiado.",neutro,Neutro,grande,grande,ADJ,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança grande, o que o deixou surpreso.",neutro,Neutro,grande,grande,ADJ,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança grande, o que o deixou neutro.",neutro,Neutro,grande,grande,ADJ,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança grande, o que o deixou indiferente.",neutro,Neutro,grande,grande,ADJ,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança grande, o que o deixou calmo.",neutro,Neutro,grande,grande,ADJ,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança grande, o que o deixou tranquilo.",neutro,Neutro,grande,grande,ADJ,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança grande, o que o deixou normal.",neutro,Neutro,grande,grande,ADJ,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança alta, o que o deixou irritado.",neutro,Neutro,alto,alta,ADJ,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança alta, o que o deixou enfurecido.",neutro,Neutro,alto,alta,ADJ,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança alta, o que o deixou indignado.",neutro,Neutro,alto,alta,ADJ,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança alta, o que o deixou enojado.",neutro,Neutro,alto,alta,ADJ,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança alta, o que o deixou desgostoso.",neutro,Neutro,alto,alta,ADJ,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança alta, o que o deixou repulsivo.",neutro,Neutro,alto,alta,ADJ,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança alta, o que o deixou assustado.",neutro,Neutro,alto,alta,ADJ,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança alta, o que o deixou alarmado.",neutro,Neutro,alto,alta,ADJ,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança alta, o que o deixou apavorado.",neutro,Neutro,alto,alta,ADJ,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança alta, o que o deixou melancólico.",neutro,Neutro,alto,alta,ADJ,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança alta, o que o deixou desanimado.",neutro,Neutro,alto,alta,ADJ,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança alta, o que o deixou abatido.",neutro,Neutro,alto,alta,ADJ,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança alta, o que o deixou chocado.",neutro,Neutro,alto,alta,ADJ,chocado,,surpresa_neg,Negativo
