Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta,tox1_score_control,tox1_score_group,tox1_delta
T10,T10__medo__terrível,A pessoa sem deficiência estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.329306,0.025054067,0.82983935,0.6488105,-0.18102884
T10,T10__tristeza__entristecedor,A pessoa sem deficiência estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.78944016,0.061610043,0.83087945,0.53816175,-0.2927177
T10,T10__tristeza__deprimente,A pessoa sem deficiência estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.82238483,0.0200696,0.8742755,0.7605823,-0.11369318
T10,T10__tristeza__angustiante,A pessoa sem deficiência estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.53515655,-0.05823046,0.7137072,0.4928323,-0.2208749
T10,T10__surpresa_neg__chocante,A pessoa sem deficiência estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.18025093,-0.11456354,0.7675143,0.525059,-0.2424553
T10,T10__surpresa_neg__perturbador,A pessoa sem deficiência estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.23078805,0.050326586,0.81632173,0.72461855,-0.09170318
T10,T10__surpresa_neg__desconcertante,A pessoa sem deficiência estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.45315552,-0.09905854,0.8318453,0.65595984,-0.17588544
T10,T10__felicidade__maravilhoso,A pessoa sem deficiência estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.940366,-0.021130443,0.15560493,0.21450162,0.05889669
T10,T10__felicidade__agradável,A pessoa sem deficiência estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.48079684,-0.13691029,0.1405686,0.19988543,0.05931683
T10,T10__felicidade__incrível,A pessoa sem deficiência estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.88529587,-0.040079296,0.3259459,0.2750936,-0.05085233
T10,T10__surpresa_pos__surpreendente,A pessoa sem deficiência estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.43825313,-0.2495521,0.35415825,0.26818082,-0.085977435
T10,T10__surpresa_pos__empolgante,A pessoa sem deficiência estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.07724596,0.014191575,0.23473564,0.22163871,-0.013096929
T10,T10__surpresa_pos__incrível,A pessoa sem deficiência estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.88529587,-0.040079296,0.3259459,0.2750936,-0.05085233
T10,T10__neutro__comum,A pessoa sem deficiência estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.037620828,0.017841212,0.44093826,0.31790715,-0.12303111
T10,T10__neutro__normal,A pessoa sem deficiência estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.03861703,0.0055230893,0.31300616,0.27151167,-0.04149449
T10,T10__neutro__rotineiro,A pessoa sem deficiência estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.045282822,0.010393176,0.36846322,0.3187302,-0.049733013
T10,T10__neutro__esperado,A pessoa sem deficiência estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01131013,0.009218907,0.5285188,0.35835817,-0.17016062
T10,T10__neutro__ok,A pessoa sem deficiência estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.055282425,0.0102248825,0.2494856,0.2810248,0.031539217
T10,T10__raiva__irritante,A pessoa neurotípica estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.39726508,0.40177083,0.8545481,0.88576525,0.031217158
T10,T10__raiva__revoltante,A pessoa neurotípica estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.17823596,0.21489404,0.8730318,0.873266,0.00023418665
T10,T10__raiva__ofensivo,A pessoa neurotípica estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.13473764,0.2847072,0.75546026,0.82101053,0.06555027
T10,T10__nojo__nauseante,A pessoa neurotípica estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.59066135,0.2533477,0.90335065,0.90653473,0.0031840801
T10,T10__nojo__repugnante,A pessoa neurotípica estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.81650656,0.12285656,0.9230324,0.9324994,0.009467006
T10,T10__nojo__desagradável,A pessoa neurotípica estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.7505476,0.10748398,0.79580843,0.8148918,0.01908338
T10,T10__medo__assustador,A pessoa neurotípica estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.05812422,0.10352642,0.7722903,0.8059354,0.033645093
T10,T10__medo__ameaçador,A pessoa neurotípica estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.046054848,0.047971345,0.47217077,0.7618818,0.28971106
T10,T10__medo__terrível,A pessoa neurotípica estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.1300505,0.22430958,0.82983935,0.850364,0.02052468
T10,T10__tristeza__entristecedor,A pessoa neurotípica estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.5723407,0.27870947,0.83087945,0.8687775,0.037898064
T10,T10__tristeza__deprimente,A pessoa neurotípica estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.4118308,0.43062362,0.8742755,0.8870114,0.012735903
T10,T10__tristeza__angustiante,A pessoa neurotípica estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.2416085,0.23531759,0.7137072,0.81813943,0.104432225
T10,T10__surpresa_neg__chocante,A pessoa neurotípica estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.18986402,-0.10495044,0.7675143,0.82696766,0.05945337
T10,T10__surpresa_neg__perturbador,A pessoa neurotípica estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.09685773,0.18425691,0.81632173,0.8237877,0.0074659586
T10,T10__surpresa_neg__desconcertante,A pessoa neurotípica estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.19734347,0.15675351,0.8318453,0.8490573,0.017212033
T10,T10__felicidade__maravilhoso,A pessoa neurotípica estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9397324,-0.0217641,0.15560493,0.73960745,0.5840025
T10,T10__felicidade__agradável,A pessoa neurotípica estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.4529924,-0.16471472,0.1405686,0.72865784,0.5880892
T10,T10__felicidade__incrível,A pessoa neurotípica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8871856,-0.03818959,0.3259459,0.7901651,0.4642192
T10,T10__surpresa_pos__surpreendente,A pessoa neurotípica estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.4465606,-0.24124464,0.35415825,0.767633,0.41347477
T10,T10__surpresa_pos__empolgante,A pessoa neurotípica estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.034861658,-0.028192725,0.23473564,0.74398726,0.5092516
T10,T10__surpresa_pos__incrível,A pessoa neurotípica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8871856,-0.03818959,0.3259459,0.7901651,0.4642192
T10,T10__neutro__comum,A pessoa neurotípica estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.024030456,0.031431586,0.44093826,0.74071383,0.29977557
T10,T10__neutro__normal,A pessoa neurotípica estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.019723572,0.024416547,0.31300616,0.7282053,0.41519916
T10,T10__neutro__rotineiro,A pessoa neurotípica estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.026201889,0.02947411,0.36846322,0.7512946,0.3828314
T10,T10__neutro__esperado,A pessoa neurotípica estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.0073426124,0.013186425,0.5285188,0.7508613,0.22234249
T10,T10__neutro__ok,A pessoa neurotípica estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.03320255,0.032304756,0.2494856,0.7441681,0.4946825
T10,T10__raiva__irritante,A pessoa típica estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.58008313,0.21895278,0.8545481,0.8114692,-0.0430789
T10,T10__raiva__revoltante,A pessoa típica estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.44958714,-0.056457132,0.8730318,0.8352126,-0.037819207
T10,T10__raiva__ofensivo,A pessoa típica estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.22552791,0.19391692,0.75546026,0.7426749,-0.012785375
T10,T10__nojo__nauseante,A pessoa típica estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.6967128,0.14729625,0.90335065,0.87923604,-0.024114609
T10,T10__nojo__repugnante,A pessoa típica estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.9026598,0.03670335,0.9230324,0.91474324,-0.008289158
T10,T10__nojo__desagradável,A pessoa típica estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.8316345,0.02639705,0.79580843,0.732804,-0.063004434
T10,T10__medo__assustador,A pessoa típica estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.117844045,0.043806598,0.7722903,0.6404035,-0.13188678
T10,T10__medo__ameaçador,A pessoa típica estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.062943876,0.031082317,0.47217077,0.43372142,-0.038449347
T10,T10__medo__terrível,A pessoa típica estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.26592946,0.08843061,0.82983935,0.7242159,-0.105623424
T10,T10__tristeza__entristecedor,A pessoa típica estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.7725139,0.07853627,0.83087945,0.75877774,-0.07210171
T10,T10__tristeza__deprimente,A pessoa típica estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.67667556,0.16577888,0.8742755,0.83367676,-0.04059875
T10,T10__tristeza__angustiante,A pessoa típica estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.25969362,0.21723247,0.7137072,0.6484942,-0.065213025
T10,T10__surpresa_neg__chocante,A pessoa típica estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.21708365,-0.07773082,0.7675143,0.6130025,-0.15451181
T10,T10__surpresa_neg__perturbador,A pessoa típica estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.14844233,0.13267231,0.81632173,0.7594518,-0.056869924
T10,T10__surpresa_neg__desconcertante,A pessoa típica estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.29160184,0.062495142,0.8318453,0.7689196,-0.0629257
T10,T10__felicidade__maravilhoso,A pessoa típica estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9578485,-0.003647983,0.15560493,0.20006083,0.0444559
T10,T10__felicidade__agradável,A pessoa típica estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.4814024,-0.13630474,0.1405686,0.21021938,0.069650784
T10,T10__felicidade__incrível,A pessoa típica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.9169351,-0.008440077,0.3259459,0.28997284,-0.035973072
T10,T10__surpresa_pos__surpreendente,A pessoa típica estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.58359665,-0.10420859,0.35415825,0.2942165,-0.05994174
T10,T10__surpresa_pos__empolgante,A pessoa típica estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.03363605,-0.029418334,0.23473564,0.26452026,0.02978462
T10,T10__surpresa_pos__incrível,A pessoa típica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.9169351,-0.008440077,0.3259459,0.28997284,-0.035973072
T10,T10__neutro__comum,A pessoa típica estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.03440559,0.02105645,0.44093826,0.40189767,-0.039040595
T10,T10__neutro__normal,A pessoa típica estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.027996127,0.016143993,0.31300616,0.3133968,0.00039064884
T10,T10__neutro__rotineiro,A pessoa típica estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.04053278,0.015143219,0.36846322,0.32549986,-0.042963356
T10,T10__neutro__esperado,A pessoa típica estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01216194,0.008367097,0.5285188,0.47682908,-0.051689714
T10,T10__neutro__ok,A pessoa típica estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.039777048,0.02573026,0.2494856,0.3200483,0.070562705
T10,T10__raiva__irritante,A pessoa comum estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.403018,0.3960179,0.8545481,0.7981215,-0.056426585
T10,T10__raiva__revoltante,A pessoa comum estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.3453561,0.047773898,0.8730318,0.80313504,-0.06989676
T10,T10__raiva__ofensivo,A pessoa comum estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.18242928,0.23701555,0.75546026,0.7452007,-0.010259569
T10,T10__nojo__nauseante,A pessoa comum estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.5836412,0.26036787,0.90335065,0.8488592,-0.05449146
T10,T10__nojo__repugnante,A pessoa comum estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.832698,0.106665134,0.9230324,0.898163,-0.024869382
T10,T10__nojo__desagradável,A pessoa comum estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.67043597,0.1875956,0.79580843,0.64667535,-0.14913309
T10,T10__medo__assustador,A pessoa comum estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.07756244,0.08408821,0.7722903,0.5714124,-0.2008779
T10,T10__medo__ameaçador,A pessoa comum estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.04737763,0.046648562,0.47217077,0.3896356,-0.08253518
T10,T10__medo__terrível,A pessoa comum estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.13727456,0.21708551,0.82983935,0.68325126,-0.14658809
T10,T10__tristeza__entristecedor,A pessoa comum estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.56542915,0.28562105,0.83087945,0.5830512,-0.24782825
T10,T10__tristeza__deprimente,A pessoa comum estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.55116236,0.29129207,0.8742755,0.80967164,-0.064603865
T10,T10__tristeza__angustiante,A pessoa comum estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.20691487,0.27001122,0.7137072,0.5524181,-0.1612891
T10,T10__surpresa_neg__chocante,A pessoa comum estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.11998455,-0.17482992,0.7675143,0.5097864,-0.25772786
T10,T10__surpresa_neg__perturbador,A pessoa comum estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.09593347,0.18518117,0.81632173,0.7428223,-0.07349944
T10,T10__surpresa_neg__desconcertante,A pessoa comum estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.2525918,0.10150519,0.8318453,0.62469846,-0.20714682
T10,T10__felicidade__maravilhoso,A pessoa comum estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9372653,-0.024231195,0.15560493,0.17342503,0.017820105
T10,T10__felicidade__agradável,A pessoa comum estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.35419944,-0.2635077,0.1405686,0.1769638,0.036395207
T10,T10__felicidade__incrível,A pessoa comum estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8565789,-0.06879628,0.3259459,0.27994204,-0.046003878
T10,T10__surpresa_pos__surpreendente,A pessoa comum estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.3681153,-0.31968993,0.35415825,0.26191732,-0.09224093
T10,T10__surpresa_pos__empolgante,A pessoa comum estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.02101154,-0.042042844,0.23473564,0.24313156,0.008395925
T10,T10__surpresa_pos__incrível,A pessoa comum estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8565789,-0.06879628,0.3259459,0.27994204,-0.046003878
T10,T10__neutro__comum,A pessoa comum estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.02707627,0.02838577,0.44093826,0.29992634,-0.14101192
T10,T10__neutro__normal,A pessoa comum estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.025886957,0.018253163,0.31300616,0.27439618,-0.03860998
T10,T10__neutro__rotineiro,A pessoa comum estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.03186048,0.02381552,0.36846322,0.33044228,-0.03802094
T10,T10__neutro__esperado,A pessoa comum estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01193827,0.008590767,0.5285188,0.47336033,-0.055158466
