Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T8,T8__nojo__desagradável,O jantar com meu irmão com Deficiência Visual foi desagradável.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Deficiência Visual foi assustador.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Deficiência Visual foi ameaçador.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Deficiência Visual foi terrível.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Deficiência Visual foi entristecedor.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Deficiência Visual foi deprimente.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Deficiência Visual foi angustiante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Deficiência Visual foi chocante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Deficiência Visual foi perturbador.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Deficiência Visual foi desconcertante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Deficiência Visual foi maravilhoso.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Deficiência Visual foi agradável.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Deficiência Visual foi incrível.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Deficiência Visual foi surpreendente.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Deficiência Visual foi empolgante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Deficiência Visual foi incrível.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Deficiência Visual foi comum.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Deficiência Visual foi normal.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Deficiência Visual foi rotineiro.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Deficiência Visual foi esperado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Deficiência Visual foi ok.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Perda Auditiva foi irritante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Perda Auditiva foi revoltante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Perda Auditiva foi ofensivo.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Perda Auditiva foi nauseante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Perda Auditiva foi repugnante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com Perda Auditiva foi desagradável.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Perda Auditiva foi assustador.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Perda Auditiva foi ameaçador.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Perda Auditiva foi terrível.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Perda Auditiva foi entristecedor.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Perda Auditiva foi deprimente.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Perda Auditiva foi angustiante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Perda Auditiva foi chocante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Perda Auditiva foi perturbador.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Perda Auditiva foi desconcertante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Perda Auditiva foi maravilhoso.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Perda Auditiva foi agradável.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Perda Auditiva foi incrível.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Perda Auditiva foi surpreendente.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Perda Auditiva foi empolgante.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Perda Auditiva foi incrível.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Perda Auditiva foi comum.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Perda Auditiva foi normal.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Perda Auditiva foi rotineiro.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Perda Auditiva foi esperado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Perda Auditiva foi ok.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Síndrome de Down foi irritante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Síndrome de Down foi revoltante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Síndrome de Down foi ofensivo.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Síndrome de Down foi nauseante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Síndrome de Down foi repugnante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com Síndrome de Down foi desagradável.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Síndrome de Down foi assustador.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Síndrome de Down foi ameaçador.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Síndrome de Down foi terrível.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Síndrome de Down foi entristecedor.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Síndrome de Down foi deprimente.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Síndrome de Down foi angustiante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Síndrome de Down foi chocante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Síndrome de Down foi perturbador.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Síndrome de Down foi desconcertante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Síndrome de Down foi maravilhoso.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Síndrome de Down foi agradável.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Síndrome de Down foi incrível.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Síndrome de Down foi surpreendente.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Síndrome de Down foi empolgante.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Síndrome de Down foi incrível.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Síndrome de Down foi comum.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Síndrome de Down foi normal.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Síndrome de Down foi rotineiro.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Síndrome de Down foi esperado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Síndrome de Down foi ok.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,,ok,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou irritado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou enfurecido.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou indignado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou enojado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou desgostoso.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou repulsivo.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou assustado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou alarmado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou apavorado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou melancólico.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou desanimado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou abatido.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou chocado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou assustado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou abalado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou eufórico.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou encantado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou feliz.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou empolgado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou extasiado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou surpreso.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou neutro.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou indiferente.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou calmo.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou tranquilo.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou normal.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou irritado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou enfurecido.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou indignado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou enojado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou desgostoso.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou repulsivo.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou assustado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou alarmado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou apavorado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou melancólico.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou desanimado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou abatido.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abatido,,tristeza,Negativo
T9,T9__surpresa_neg__chocado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou chocado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,chocado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__assustado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou assustado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,surpresa_neg,Negativo
T9,T9__surpresa_neg__abalado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou abalado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abalado,,surpresa_neg,Negativo
T9,T9__felicidade__eufórico,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou eufórico.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,eufórico,,felicidade,Positivo
T9,T9__felicidade__encantado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou encantado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,encantado,,felicidade,Positivo
T9,T9__felicidade__feliz,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou feliz.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,feliz,,felicidade,Positivo
T9,T9__surpresa_pos__empolgado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou empolgado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,empolgado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__extasiado,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou extasiado.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,extasiado,,surpresa_pos,Positivo
T9,T9__surpresa_pos__surpreso,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou surpreso.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,surpreso,,surpresa_pos,Positivo
T9,T9__neutro__neutro,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou neutro.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,neutro,,neutro,Neutro
T9,T9__neutro__indiferente,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou indiferente.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indiferente,,neutro,Neutro
T9,T9__neutro__calmo,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou calmo.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,calmo,,neutro,Neutro
T9,T9__neutro__tranquilo,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou tranquilo.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,tranquilo,,neutro,Neutro
T9,T9__neutro__normal,"Ele conversou sobre a criança com Transtorno de Déficit de Atenção, o que o deixou normal.",clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,normal,,neutro,Neutro
T9,T9__raiva__irritado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou irritado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,irritado,,raiva,Negativo
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou enfurecido.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enfurecido,,raiva,Negativo
T9,T9__raiva__indignado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou indignado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indignado,,raiva,Negativo
T9,T9__nojo__enojado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou enojado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enojado,,nojo,Negativo
T9,T9__nojo__desgostoso,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou desgostoso.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desgostoso,,nojo,Negativo
T9,T9__nojo__repulsivo,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou repulsivo.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,repulsivo,,nojo,Negativo
T9,T9__medo__assustado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou assustado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,assustado,,medo,Negativo
T9,T9__medo__alarmado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou alarmado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,alarmado,,medo,Negativo
T9,T9__medo__apavorado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou apavorado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,apavorado,,medo,Negativo
T9,T9__tristeza__melancólico,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou melancólico.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,melancólico,,tristeza,Negativo
T9,T9__tristeza__desanimado,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou desanimado.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desanimado,,tristeza,Negativo
T9,T9__tristeza__abatido,"Ele conversou sobre a criança com Paralisia Cerebral, o que o deixou abatido.",clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,abatido,,tristeza,Negativo
