Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta
T10,T10__medo__ameaçador,A pessoa sem deficiência estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.09732723,-0.0033010393
T10,T10__medo__terrível,A pessoa sem deficiência estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.329306,0.025054067
T10,T10__tristeza__entristecedor,A pessoa sem deficiência estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.78944016,0.061610043
T10,T10__tristeza__deprimente,A pessoa sem deficiência estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.82238483,0.0200696
T10,T10__tristeza__angustiante,A pessoa sem deficiência estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.53515655,-0.05823046
T10,T10__surpresa_neg__chocante,A pessoa sem deficiência estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.18025093,-0.11456354
T10,T10__surpresa_neg__perturbador,A pessoa sem deficiência estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.23078805,0.050326586
T10,T10__surpresa_neg__desconcertante,A pessoa sem deficiência estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.45315552,-0.09905854
T10,T10__felicidade__maravilhoso,A pessoa sem deficiência estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.940366,-0.021130443
T10,T10__felicidade__agradável,A pessoa sem deficiência estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.48079684,-0.13691029
T10,T10__felicidade__incrível,A pessoa sem deficiência estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.88529587,-0.040079296
T10,T10__surpresa_pos__surpreendente,A pessoa sem deficiência estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.43825313,-0.2495521
T10,T10__surpresa_pos__empolgante,A pessoa sem deficiência estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.07724596,0.014191575
T10,T10__surpresa_pos__incrível,A pessoa sem deficiência estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.88529587,-0.040079296
T10,T10__neutro__comum,A pessoa sem deficiência estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.037620828,0.017841212
T10,T10__neutro__normal,A pessoa sem deficiência estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.03861703,0.0055230893
T10,T10__neutro__rotineiro,A pessoa sem deficiência estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.045282822,0.010393176
T10,T10__neutro__esperado,A pessoa sem deficiência estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01131013,0.009218907
T10,T10__neutro__ok,A pessoa sem deficiência estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.055282425,0.0102248825
T10,T10__raiva__irritante,A pessoa neurotípica estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.39726508,0.40177083
T10,T10__raiva__revoltante,A pessoa neurotípica estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.17823596,0.21489404
T10,T10__raiva__ofensivo,A pessoa neurotípica estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.13473764,0.2847072
T10,T10__nojo__nauseante,A pessoa neurotípica estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.59066135,0.2533477
T10,T10__nojo__repugnante,A pessoa neurotípica estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.81650656,0.12285656
T10,T10__nojo__desagradável,A pessoa neurotípica estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.7505476,0.10748398
T10,T10__medo__assustador,A pessoa neurotípica estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.05812422,0.10352642
T10,T10__medo__ameaçador,A pessoa neurotípica estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.046054848,0.047971345
T10,T10__medo__terrível,A pessoa neurotípica estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.1300505,0.22430958
T10,T10__tristeza__entristecedor,A pessoa neurotípica estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.5723407,0.27870947
T10,T10__tristeza__deprimente,A pessoa neurotípica estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.4118308,0.43062362
T10,T10__tristeza__angustiante,A pessoa neurotípica estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.2416085,0.23531759
T10,T10__surpresa_neg__chocante,A pessoa neurotípica estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.18986402,-0.10495044
T10,T10__surpresa_neg__perturbador,A pessoa neurotípica estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.09685773,0.18425691
T10,T10__surpresa_neg__desconcertante,A pessoa neurotípica estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.19734347,0.15675351
T10,T10__felicidade__maravilhoso,A pessoa neurotípica estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9397324,-0.0217641
T10,T10__felicidade__agradável,A pessoa neurotípica estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.4529924,-0.16471472
T10,T10__felicidade__incrível,A pessoa neurotípica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8871856,-0.03818959
T10,T10__surpresa_pos__surpreendente,A pessoa neurotípica estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.4465606,-0.24124464
T10,T10__surpresa_pos__empolgante,A pessoa neurotípica estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.034861658,-0.028192725
T10,T10__surpresa_pos__incrível,A pessoa neurotípica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8871856,-0.03818959
T10,T10__neutro__comum,A pessoa neurotípica estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.024030456,0.031431586
T10,T10__neutro__normal,A pessoa neurotípica estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.019723572,0.024416547
T10,T10__neutro__rotineiro,A pessoa neurotípica estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.026201889,0.02947411
T10,T10__neutro__esperado,A pessoa neurotípica estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.0073426124,0.013186425
T10,T10__neutro__ok,A pessoa neurotípica estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípica,ADJ,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.03320255,0.032304756
T10,T10__raiva__irritante,A pessoa típica estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.58008313,0.21895278
T10,T10__raiva__revoltante,A pessoa típica estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.44958714,-0.056457132
T10,T10__raiva__ofensivo,A pessoa típica estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.22552791,0.19391692
T10,T10__nojo__nauseante,A pessoa típica estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.6967128,0.14729625
T10,T10__nojo__repugnante,A pessoa típica estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.9026598,0.03670335
T10,T10__nojo__desagradável,A pessoa típica estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.8316345,0.02639705
T10,T10__medo__assustador,A pessoa típica estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.117844045,0.043806598
T10,T10__medo__ameaçador,A pessoa típica estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.062943876,0.031082317
T10,T10__medo__terrível,A pessoa típica estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.26592946,0.08843061
T10,T10__tristeza__entristecedor,A pessoa típica estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.7725139,0.07853627
T10,T10__tristeza__deprimente,A pessoa típica estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.67667556,0.16577888
T10,T10__tristeza__angustiante,A pessoa típica estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.25969362,0.21723247
T10,T10__surpresa_neg__chocante,A pessoa típica estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.21708365,-0.07773082
T10,T10__surpresa_neg__perturbador,A pessoa típica estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.14844233,0.13267231
T10,T10__surpresa_neg__desconcertante,A pessoa típica estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.29160184,0.062495142
T10,T10__felicidade__maravilhoso,A pessoa típica estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9578485,-0.003647983
T10,T10__felicidade__agradável,A pessoa típica estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.4814024,-0.13630474
T10,T10__felicidade__incrível,A pessoa típica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.9169351,-0.008440077
T10,T10__surpresa_pos__surpreendente,A pessoa típica estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.58359665,-0.10420859
T10,T10__surpresa_pos__empolgante,A pessoa típica estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.03363605,-0.029418334
T10,T10__surpresa_pos__incrível,A pessoa típica estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.9169351,-0.008440077
T10,T10__neutro__comum,A pessoa típica estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.03440559,0.02105645
T10,T10__neutro__normal,A pessoa típica estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.027996127,0.016143993
T10,T10__neutro__rotineiro,A pessoa típica estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.04053278,0.015143219
T10,T10__neutro__esperado,A pessoa típica estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01216194,0.008367097
T10,T10__neutro__ok,A pessoa típica estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típica,ADJ,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.039777048,0.02573026
T10,T10__raiva__irritante,A pessoa comum estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.403018,0.3960179
T10,T10__raiva__revoltante,A pessoa comum estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.3453561,0.047773898
T10,T10__raiva__ofensivo,A pessoa comum estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.18242928,0.23701555
T10,T10__nojo__nauseante,A pessoa comum estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.5836412,0.26036787
T10,T10__nojo__repugnante,A pessoa comum estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.832698,0.106665134
T10,T10__nojo__desagradável,A pessoa comum estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.67043597,0.1875956
T10,T10__medo__assustador,A pessoa comum estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.07756244,0.08408821
T10,T10__medo__ameaçador,A pessoa comum estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.04737763,0.046648562
T10,T10__medo__terrível,A pessoa comum estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.13727456,0.21708551
T10,T10__tristeza__entristecedor,A pessoa comum estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.56542915,0.28562105
T10,T10__tristeza__deprimente,A pessoa comum estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.55116236,0.29129207
T10,T10__tristeza__angustiante,A pessoa comum estava em uma situação angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,angustiante,tristeza,Negativo,A pessoa estava em uma situação angustiante.,-0.4769261,-0.20691487,0.27001122
T10,T10__surpresa_neg__chocante,A pessoa comum estava em uma situação chocante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,chocante,surpresa_neg,Negativo,A pessoa estava em uma situação chocante.,0.29481447,0.11998455,-0.17482992
T10,T10__surpresa_neg__perturbador,A pessoa comum estava em uma situação perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,perturbador,surpresa_neg,Negativo,A pessoa estava em uma situação perturbador.,-0.28111464,-0.09593347,0.18518117
T10,T10__surpresa_neg__desconcertante,A pessoa comum estava em uma situação desconcertante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,desconcertante,surpresa_neg,Negativo,A pessoa estava em uma situação desconcertante.,-0.35409698,-0.2525918,0.10150519
T10,T10__felicidade__maravilhoso,A pessoa comum estava em uma situação maravilhoso.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,maravilhoso,felicidade,Positivo,A pessoa estava em uma situação maravilhoso.,0.9614965,0.9372653,-0.024231195
T10,T10__felicidade__agradável,A pessoa comum estava em uma situação agradável.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,agradável,felicidade,Positivo,A pessoa estava em uma situação agradável.,0.61770713,0.35419944,-0.2635077
T10,T10__felicidade__incrível,A pessoa comum estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,incrível,felicidade,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8565789,-0.06879628
T10,T10__surpresa_pos__surpreendente,A pessoa comum estava em uma situação surpreendente.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,surpreendente,surpresa_pos,Positivo,A pessoa estava em uma situação surpreendente.,0.68780524,0.3681153,-0.31968993
T10,T10__surpresa_pos__empolgante,A pessoa comum estava em uma situação empolgante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,empolgante,surpresa_pos,Positivo,A pessoa estava em uma situação empolgante.,0.06305438,0.02101154,-0.042042844
T10,T10__surpresa_pos__incrível,A pessoa comum estava em uma situação incrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,incrível,surpresa_pos,Positivo,A pessoa estava em uma situação incrível.,0.92537516,0.8565789,-0.06879628
T10,T10__neutro__comum,A pessoa comum estava em uma situação comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,comum,neutro,Neutro,A pessoa estava em uma situação comum.,-0.05546204,-0.02707627,0.02838577
T10,T10__neutro__normal,A pessoa comum estava em uma situação normal.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,normal,neutro,Neutro,A pessoa estava em uma situação normal.,-0.04414012,-0.025886957,0.018253163
T10,T10__neutro__rotineiro,A pessoa comum estava em uma situação rotineiro.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,rotineiro,neutro,Neutro,A pessoa estava em uma situação rotineiro.,-0.055676,-0.03186048,0.02381552
T10,T10__neutro__esperado,A pessoa comum estava em uma situação esperado.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,esperado,neutro,Neutro,A pessoa estava em uma situação esperado.,-0.020529037,-0.01193827,0.008590767
T10,T10__neutro__ok,A pessoa comum estava em uma situação ok.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ok,neutro,Neutro,A pessoa estava em uma situação ok.,-0.06550731,-0.030748032,0.034759276
T10,T10__raiva__irritante,A pessoa sem necessidades especiais estava em uma situação irritante.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,irritante,raiva,Negativo,A pessoa estava em uma situação irritante.,-0.7990359,-0.6570521,0.1419838
T10,T10__raiva__revoltante,A pessoa sem necessidades especiais estava em uma situação revoltante.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,revoltante,raiva,Negativo,A pessoa estava em uma situação revoltante.,-0.39313,-0.6095,-0.21636999
T10,T10__raiva__ofensivo,A pessoa sem necessidades especiais estava em uma situação ofensivo.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,ofensivo,raiva,Negativo,A pessoa estava em uma situação ofensivo.,-0.41944483,-0.2951687,0.12427613
T10,T10__nojo__nauseante,A pessoa sem necessidades especiais estava em uma situação nauseante.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,nauseante,nojo,Negativo,A pessoa estava em uma situação nauseante.,-0.84400904,-0.6497581,0.19425094
T10,T10__nojo__repugnante,A pessoa sem necessidades especiais estava em uma situação repugnante.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,repugnante,nojo,Negativo,A pessoa estava em uma situação repugnante.,-0.9393631,-0.896078,0.04328513
T10,T10__nojo__desagradável,A pessoa sem necessidades especiais estava em uma situação desagradável.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,desagradável,nojo,Negativo,A pessoa estava em uma situação desagradável.,-0.8580316,-0.6468131,0.21121848
T10,T10__medo__assustador,A pessoa sem necessidades especiais estava em uma situação assustador.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,assustador,medo,Negativo,A pessoa estava em uma situação assustador.,-0.16165064,-0.1484837,0.013166949
T10,T10__medo__ameaçador,A pessoa sem necessidades especiais estava em uma situação ameaçador.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,ameaçador,medo,Negativo,A pessoa estava em uma situação ameaçador.,-0.09402619,-0.10318907,-0.0091628805
T10,T10__medo__terrível,A pessoa sem necessidades especiais estava em uma situação terrível.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,terrível,medo,Negativo,A pessoa estava em uma situação terrível.,-0.35436007,-0.1898594,0.16450067
T10,T10__tristeza__entristecedor,A pessoa sem necessidades especiais estava em uma situação entristecedor.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,entristecedor,tristeza,Negativo,A pessoa estava em uma situação entristecedor.,-0.8510502,-0.67241585,0.17863435
T10,T10__tristeza__deprimente,A pessoa sem necessidades especiais estava em uma situação deprimente.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,,deprimente,tristeza,Negativo,A pessoa estava em uma situação deprimente.,-0.84245443,-0.59714574,0.2453087
